x,y,ID,polyid,stockid,abulast,abulastvar,trmean,trvar
1101098.6060352,996325.263059756,685,CE68,10,3.34740007485453,236.03687901031,-0.172576814552996,0.393163726015802
1124468.10393915,994122.503501775,149,CE69,10,49.6347268279178,59736.4980884003,-7.13039613138194,28.5311075267308
1122679.52388698,1010952.57420905,150,CE70,10,4.15638869316379,427.989781838532,-0.0626615582425596,0.575939741172179
1163014.51457841,945076.072111525,1064,CE81,10,13.6925552577593,5400.90461260938,-1.39300691846428,8.54592575848205
1015984.21447581,1027506.39652295,112,DE05,10,32.0020351079864,19436.7846941553,-0.781362417882532,26.0126549517375
1021234.61353068,1014217.53646703,1085,DE06,10,34.0091979002646,27016.2212019016,0.628026270551786,27.9928741857808
1385658.89887369,751790.026595446,227,AC02,11,44.5868026600533,1586.11631306271,0.98807134424121,3.68973157766904
1374354.28955097,751700.907108088,228,AC03,11,81.5006668062768,4786.13773694556,1.63377388544335,11.6680829697257
1363264.61255495,755357.415631961,229,AC04,11,327.800864939084,54704.6788645177,11.9871076569737,106.317573572605
1372261.27711056,757557.888820736,248,AC05,11,76.2495582042785,2848.62649542807,0.339498773655685,7.41270532577765
1366165.62678638,764849.661779138,249,AC06,11,423.69930836438,117759.276182005,-1.63421677529843,216.417367282313
1356630.2611391,764943.364847047,259,AC08,11,156.361951624058,13086.4442935275,0.364061435221178,35.3555139967183
1352267.80434196,770294.571186124,260,AC09,11,8.28505040766719,40.1082006224372,-0.0011964614183094,0.0971827693819316
1348759.84111882,754243.16620596,192,AC10,11,87.9679439310543,3981.23297702607,1.61727343137291,9.84068297072148
1344160.19024767,751710.47647843,355,AC11,11,0.00091273981087064,0.000000494643316489874,0.00000100595963449917,0.00000000139687762881657
1346149.45457954,744950.660293169,140,AC12,11,229.705608578781,26940.2902221577,-1.46873546463781,68.667274199824
1344652.06686298,737308.000353934,141,AC13,11,40.7139246280676,1017.97688621046,-0.174532699633588,2.23131048225171
1347815.55888379,776954.640172651,261,AD91,11,124.038381650213,8723.14612465735,0.351194149335807,27.2183952777781
1344087.10863385,784869.108281322,262,AD92,11,59.4440895854262,1994.21959057208,0.2213480159359,4.36866235150075
1336676.33791871,771762.755817681,83,BC00,11,69.2617705388772,2472.25042913499,0.61094495117557,6.70481179758683
1325526.86723112,776097.781031465,84,BC01,11,247.961968544252,33236.8986707462,0.438806666134908,84.8257891307507
1318769.9188451,769798.349225785,189,BC02,11,84.947215126424,5446.34797800615,-0.317710481632036,11.6080665195237
1335744.07567077,762823.90922633,190,BC03,11,562.547661736083,189067.054612356,0.950121520122233,311.965900397738
1331478.98137232,756980.76541498,191,BC04,11,2.17599562408668,3.31000220120885,-0.0186191391520546,0.0073108212519476
1328600.74191867,748006.554565841,230,BC05,11,41.8892159915561,1022.77525814208,-0.0706507973087712,2.84379998375825
1314580.66466664,759344.785463692,231,BC06,11,303.42542396851,46871.5072130687,5.64554304861711,153.661915684943
1305564.75014542,774243.606142133,232,BC07,11,140.579210048667,13247.8878565671,1.56190995053655,35.2218264870014
1336328.74259102,796137.988835682,353,BD27,11,0.000706072846786389,0.000000318844081125664,-0.000000109659105993643,0.000000000930207421970324
1332804.28592189,783663.328707998,267,BD28,11,96.677529962861,7307.75506205321,1.66298911540085,16.3527316607773
1319310.5482602,786486.114318211,186,BD29,11,183.707831287553,17074.4956424046,-1.50852682077429,40.8752173035493
1327100.06999768,791176.614982444,187,BD30,11,66.0089092861532,2717.12103688333,-0.595498306653421,5.42668962169391
1311579.17507018,791385.928643874,350,BD31,11,0.000704032447958474,0.000000284002514414468,0.000000728046250205729,0.000000000843180223877699
1310039.15953265,783134.438659681,188,BD32,11,108.981007597148,6154.29592110915,3.39562104142403,15.6047777834684
1301881.2286086,784388.327633551,268,BD33,11,79.8272997501187,3066.93907509096,0.109431057535101,7.46943364476892
1293411.65537909,781776.785690653,269,BD34,11,132.581202613779,9614.88947056349,1.03863000231095,28.0491778066917
1285435.18040708,788763.381974919,270,BD35,11,106.685437764196,5304.89534897793,2.24681413543995,13.7746694840916
1293160.74938131,790269.446692692,280,BD36,11,102.046841725029,6252.75576058565,0.707848701908629,19.6826669781535
1296320.00002434,796227.179614515,357,BD37,11,0.000593504610547075,0.000000227056020708432,-0.000000629941871278941,0.000000000682977705387549
1306896.80731281,804028.673088385,281,BD38,11,134.193856393535,11159.8260032214,1.61526701698227,23.08895848441
1290272.08094512,804693.521309412,358,BD39,11,0.000577579428467285,0.000000214491096469985,-0.000000897810870329561,0.000000000609255401298743
